date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:24:42	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%224824-5d9bfb59b8ba2%22	https://www.niagaweb.co.id/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.5.6	D:/WEBSITE/WEB%20PARTNER/www.niagaweb.co.id/wp-content/plugins/elementor/assets/lib/animations/animations.min10cb.css	(from https://www.niagaweb.co.id/)
11:24:42	685/685	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2007%20Dec%202021%2016:56:47%20GMT	https://c0.wp.com/p/jetpack/10.7/_inc/build/photon/photon.min.js	D:/WEBSITE/WEB%20PARTNER/c0.wp.com/p/jetpack/10.7/_inc/build/photon/photon.min.js	(from https://www.niagaweb.co.id/)
11:24:42	6406/6406	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2023%20Jun%202021%2000:06:13%20GMT	https://c0.wp.com/c/5.8/wp-includes/js/dist/vendor/regenerator-runtime.min.js	D:/WEBSITE/WEB%20PARTNER/c0.wp.com/c/5.8/wp-includes/js/dist/vendor/regenerator-runtime.min.js	(from https://www.niagaweb.co.id/)
11:24:42	16470/16470	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2014%20Jun%202021%2023:18:11%20GMT	https://c0.wp.com/c/5.8/wp-includes/js/dist/vendor/wp-polyfill.min.js	D:/WEBSITE/WEB%20PARTNER/c0.wp.com/c/5.8/wp-includes/js/dist/vendor/wp-polyfill.min.js	(from https://www.niagaweb.co.id/)
11:24:43	9720/9720	---MCZ	200	added ('OK')	application/javascript	etag:W/%2225f8-5d8c1159ff85b%22	https://www.niagaweb.co.id/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.5.6	D:/WEBSITE/WEB%20PARTNER/www.niagaweb.co.id/wp-content/plugins/contact-form-7/includes/js/index5406.js	(from https://www.niagaweb.co.id/)
11:24:43	249107/249107	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Apr%202022%2004:24:42%20GMT	https://www.niagaweb.co.id/ajukan-penawaran/	D:/WEBSITE/WEB%20PARTNER/www.niagaweb.co.id/ajukan-penawaran/index.html	(from https://www.niagaweb.co.id/)
11:24:43	266669/266669	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Apr%202022%2004:24:43%20GMT	https://www.niagaweb.co.id/syarat-dan-ketentuan/	D:/WEBSITE/WEB%20PARTNER/www.niagaweb.co.id/syarat-dan-ketentuan/index.html	(from https://www.niagaweb.co.id/)
11:24:43	20787/20787	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2018%20Mar%202021%2017:48:23%20GMT	https://c0.wp.com/c/5.8/wp-includes/js/jquery/ui/core.min.js	D:/WEBSITE/WEB%20PARTNER/c0.wp.com/c/5.8/wp-includes/js/jquery/ui/core.min.js	(from https://www.niagaweb.co.id/)
11:24:43	16912/16912	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2011%20May%202021%2020:12:15%20GMT	https://c0.wp.com/c/5.8/wp-includes/js/jquery/ui/effect.min.js	D:/WEBSITE/WEB%20PARTNER/c0.wp.com/c/5.8/wp-includes/js/jquery/ui/effect.min.js	(from https://www.niagaweb.co.id/)
11:24:44	804/804	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2006%20Jan%202021%2015:29:24%20GMT	https://c0.wp.com/c/5.8/wp-includes/js/jquery/ui/effect-shake.min.js	D:/WEBSITE/WEB%20PARTNER/c0.wp.com/c/5.8/wp-includes/js/jquery/ui/effect-shake.min.js	(from https://www.niagaweb.co.id/)
